sent.no	1	s	_	_2	_3	_4	_5	_6	_7	_8	ratio
29787											0.58
29787	30082	מיין	_	X	_	_	_	_	_	_	0.58
29787	30083	יונגסטער	_	_	_	_	_	_	_	_	0.58
29787	30084	זון	_	NOUN	_	_	_	_	_	_	0.58
29787	30085	גבריאַל	_	_	_	_	_	_	_	_	0.58
29787	30086	איז	_	X	_		_	_	_	_	0.58
29787	30087	אויך	_	ADV	_	_	_	_	_	_	0.58
29787	30088	געווען	_	X	_	_	_	_	_	_	0.58
29787	30089	זעהר	_	_	_	_	_	_	_	_	0.58
29787	30090	אַ	_	DET	_	_	_	_	_	_	0.58
29787	30091	געשיקטער	_	ADJ	_	_	_	_	_	_	0.58
29787	30092	יונג	_	_	_	_	_	_	_	_	0.58
29787	30093	און	_	CCONJ	_	_	_	_	_	_	0.58
29787	30094	זעהר	_	_	_	_	_	_	_	_	0.58
29787	30095	אַ	_	DET	_	_	_	_	_	_	0.58
29787	30096	געזעצטער	_	ADJ	_	_	_	_	_	_	0.58
29787	30097	פאַר	_	_	_	_	_	_	_	_	0.58
29787	30098	זיינע	_	_	_	_	_	_	_	_	0.58
29787	30099	יאָרן	_	NOUN	_	_	_	_	_	_	0.58
29787	30100	,	_	PUNCT	_	_	_	_	_	_	0.58
29787	30101	אָבּער	_	_	_	_	_	_	_	_	0.58
29787	30102	אַ	_	DET	_	_	_	_	_	_	0.58
29787	30103	גרויסער	_	_	_	_	_	_	_	_	0.58
29787	30104	ליבּהאָבּער	_	_	_	_	_	_	_	_	0.58
29787	30105	פון	_	ADP	_	_	_	_	_	_	0.58
29787	30106	טאַנצן	_	_	_	_	_	_	_	_	0.58
29787	30107	.	_	PUNCT	_	_	_	_	_	_	0.58
29814											0.69
29814	30109	אין	_	ADP	_	_	_	_	_	_	0.69
29814	30110	טאַנצן	_	_	_	_	_	_	_	_	0.69
29814	30111	איז	_	X	_		_	_	_	_	0.69
29814	30112	ער	_	PRON	_	_	_	_	_	_	0.69
29814	30113	געווען	_	X	_	_	_	_	_	_	0.69
29814	30114	אַזוי	_	ADV	_	_	_	_	_	_	0.69
29814	30115	געשיקט	_	X	_	_	_	_	_	_	0.69
29814	30116	,	_	PUNCT	_	_	_	_	_	_	0.69
29814	30117	אַזויווי	_	_	_	_	_	_	_	_	0.69
29814	30118	אַ	_	DET	_	_	_	_	_	_	0.69
29814	30119	גרויסער	_	_	_	_	_	_	_	_	0.69
29814	30120	טאַנצמייסטער	_	_	_	_	_	_	_	_	0.69
29814	30121	.	_	PUNCT	_	_	_	_	_	_	0.69
29828											0.69
29828	30123	איינמאָל	_	_	_	_	_	_	_	_	0.69
29828	30124	האָט	_	X	_		_	_	_	_	0.69
29828	30125	ער	_	PRON	_	_	_	_	_	_	0.69
29828	30126	זיך	_	PRON	_	_	_	_	_	_	0.69
29828	30127	אַזוי	_	ADV	_	_	_	_	_	_	0.69
29828	30128	האַסטיג	_	_	_	_	_	_	_	_	0.69
29828	30129	צעטאַנצט	_	_	_	_	_	_	_	_	0.69
29828	30130	,	_	PUNCT	_	_	_	_	_	_	0.69
29828	30131	אַז	_	SCONJ	_		_	_	_	_	0.69
29828	30132	ער	_	PRON	_	_	_	_	_	_	0.69
29828	30133	האָט	_	X	_		_	_	_	_	0.69
29828	30134	זיך	_	PRON	_	_	_	_	_	_	0.69
29828	30135	פאַרקילט	_	_	_	_	_	_	_	_	0.69
29828	30136	און	_	CCONJ	_	_	_	_	_	_	0.69
29828	30137	האָט	_	X	_		_	_	_	_	0.69
29828	30138	אָנגע-	_	_	_	_	_	_	_	_	0.69
29845											0.33
29845	30140	הויבּן	_	_	_	_	_	_	_	_	0.33
29845	30141	הוסטן	_	_	_	_	_	_	_	_	0.33
29845	30142	.	_	PUNCT	_	_	_	_	_	_	0.33
29849											0.67
29849	30144	פינף	_	_	_	_	_	_	_	_	0.67
29849	30145	יאָר	_	NOUN	_	_	_	_	_	_	0.67
29849	30146	האָט	_	X	_		_	_	_	_	0.67
29849	30147	ער	_	PRON	_	_	_	_	_	_	0.67
29849	30148	געקריינקט	_	_	_	_	_	_	_	_	0.67
29849	30149	,	_	PUNCT	_	_	_	_	_	_	0.67
29849	30150	צום	_	ADP	_	_	_	_	_	_	0.67
29849	30151	סוף	_	NOUN	_	_	_	_	_	_	0.67
29849	30152	האָט	_	X	_		_	_	_	_	0.67
29849	30153	ער	_	PRON	_	_	_	_	_	_	0.67
29849	30154	געקריגן	_	_	_	_	_	_	_	_	0.67
29849	30155	שווינדזוכט	_	_	_	_	_	_	_	_	0.67
29849	30156	און	_	CCONJ	_	_	_	_	_	_	0.67
29849	30157	איז	_	X	_		_	_	_	_	0.67
29849	30158	געשטאָרבּן	_	_	_	_	_	_	_	_	0.67
29849	30159	,	_	PUNCT	_	_	_	_	_	_	0.67
29849	30160	קוים	_	_	_	_	_	_	_	_	0.67
29849	30161	19	_	_	_	_	_	_	_	_	0.67
29849	30162	יאָר	_	NOUN	_	_	_	_	_	_	0.67
29849	30163	אַלט	_	ADJ	_	_	_	_	_	_	0.67
29849	30164	.	_	PUNCT	_	_	_	_	_	_	0.67
29871											0.9
29871	30166	אַלע	_	X	_	_	_	_	_	_	0.9
29871	30167	האָבּן	_	X	_	_	_	_	_	_	0.9
29871	30168	אים	_	PRON	_	_	_	_	_	_	0.9
29871	30169	בּאַקלאָגט	_	_	_	_	_	_	_	_	0.9
29871	30170	,	_	PUNCT	_	_	_	_	_	_	0.9
29871	30171	ער	_	PRON	_	_	_	_	_	_	0.9
29871	30172	איז	_	X	_		_	_	_	_	0.9
29871	30173	געווען	_	X	_	_	_	_	_	_	0.9
29871	30174	אַזוי	_	ADV	_	_	_	_	_	_	0.9
29871	30175	גוט	_	X	_	_	_	_	_	_	0.9
29871	30176	,	_	PUNCT	_	_	_	_	_	_	0.9
29871	30177	האָט	_	X	_		_	_	_	_	0.9
29871	30178	רחמנות	_	NOUN	_	_	_	_	_	_	0.9
29871	30179	געהאַט	_	VERB	_	_	_	_	_	_	0.9
29871	30180	אויף	_	ADP	_	_	_	_	_	_	0.9
29871	30181	מענשן	_	_	_	_	_	_	_	_	0.9
29871	30182	,	_	PUNCT	_	_	_	_	_	_	0.9
29871	30183	האָט	_	X	_		_	_	_	_	0.9
29871	30184	אַ	_	DET	_	_	_	_	_	_	0.9
29871	30185	סך	_	ADV	_	_	_	_	_	_	0.9
29871	30186	גוטס	_	ADJ	_	_	_	_	_	_	0.9
29871	30187	געטאָן	_	VERB	_	_	_	_	_	_	0.9
29871	30188	אָרעמע	_	ADJ	_	_	_	_	_	_	0.9
29871	30189	,	_	PUNCT	_	_	_	_	_	_	0.9
29871	30190	ווי	_	X	_	_	_	_	_	_	0.9
29871	30191	ווייט	_	_	_	_	_	_	_	_	0.9
29871	30192	ער	_	PRON	_	_	_	_	_	_	0.9
29871	30193	האָט	_	X	_		_	_	_	_	0.9
29871	30194	נאָר	_	X	_	_	_	_	_	_	0.9
29871	30195	געקאָנט	_	AUX	_	_	_	_	_	_	0.9
29871	30196	.	_	PUNCT	_	_	_	_	_	_	0.9
29903											0.77
29903	30198	דאָס	_	DET	_	_	_	_	_	_	0.77
29903	30199	אַנדערע	_	ADJ	_	_	_	_	_	_	0.77
29903	30200	יאָר	_	NOUN	_	_	_	_	_	_	0.77
29903	30201	נאָך	_	X	_	_	_	_	_	_	0.77
29903	30202	דעם	_	DET	_	_	_	_	_	_	0.77
29903	30203	בין	_	X	_	_	_	_	_	_	0.77
29903	30204	איך	_	PRON	_	_	_	_	_	_	0.77
29903	30205	געפאָרן	_	_	_	_	_	_	_	_	0.77
29903	30206	מיט	_	ADP	_	_	_	_	_	_	0.77
29903	30207	מיין	_	X	_	_	_	_	_	_	0.77
29903	30208	זון	_	NOUN	_	_	_	_	_	_	0.77
29903	30209	נתנאַל	_	_	_	_	_	_	_	_	0.77
29903	30210	אויף	_	ADP	_	_	_	_	_	_	0.77
29903	30211	לייפּציגער	_	_	_	_	_	_	_	_	0.77
29903	30212	יריד	_	NOUN	_	_	_	_	_	_	0.77
29903	30213	מיט	_	ADP	_	_	_	_	_	_	0.77
29903	30214	מיין	_	X	_	_	_	_	_	_	0.77
29903	30215	בּרודער	_	_	_	_	_	_	_	_	0.77
29903	30216	פון	_	ADP	_	_	_	_	_	_	0.77
29903	30217	שווערין	_	_	_	_	_	_	_	_	0.77
29903	30218	צוזאַמען	_	ADV	_	_	_	_	_	_	0.77
29903	30219	.	_	PUNCT	_	_	_	_	_	_	0.77
29926											0.81
29926	30221	ער	_	PRON	_	_	_	_	_	_	0.81
29926	30222	האָט	_	X	_		_	_	_	_	0.81
29926	30223	מיך	_	PRON	_	_	_	_	_	_	0.81
29926	30224	ניט	_	PART	_	_	_	_	_	_	0.81
29926	30225	אָפּגעלאָזט	_	_	_	_	_	_	_	_	0.81
29926	30226	,	_	PUNCT	_	_	_	_	_	_	0.81
29926	30227	איך	_	PRON	_	_	_	_	_	_	0.81
29926	30228	זאָל	_	AUX	_	_	_	_	_	_	0.81
29926	30229	אים	_	PRON	_	_	_	_	_	_	0.81
29926	30230	נאָר	_	X	_	_	_	_	_	_	0.81
29926	30231	צוזאָגן	_	NOUN	_	_	_	_	_	_	0.81
29926	30232	,	_	PUNCT	_	_	_	_	_	_	0.81
29926	30233	אַז	_	SCONJ	_		_	_	_	_	0.81
29926	30234	איך	_	PRON	_	_	_	_	_	_	0.81
29926	30235	וועל	_	_	_	_	_	_	_	_	0.81
29926	30236	אַרויסרופן	_	_	_	_	_	_	_	_	0.81
29926	30237	מיכאַעלי	_	_	_	_	_	_	_	_	0.81
29926	30238	און	_	CCONJ	_	_	_	_	_	_	0.81
29926	30239	מאַכן	_	VERB	_	_	_	_	_	_	0.81
29926	30240	חתונה	_	NOUN	_	_	_	_	_	_	0.81
29926	30241	.	_	PUNCT	_	_	_	_	_	_	0.81
29948											0.9
29948	30243	איך	_	PRON	_	_	_	_	_	_	0.9
29948	30244	בּין	_	AUX	_	_	_	_	_	_	0.9
29948	30245	אַרויסגעפאָרן	_	_	_	_	_	_	_	_	0.9
29948	30246	מיט	_	ADP	_	_	_	_	_	_	0.9
29948	30247	מיין	_	X	_	_	_	_	_	_	0.9
29948	30248	טאָכטער	_	NOUN	_	_	_	_	_	_	0.9
29948	30249	און	_	CCONJ	_	_	_	_	_	_	0.9
29948	30250	מיין	_	X	_	_	_	_	_	_	0.9
29948	30251	זון	_	NOUN	_	_	_	_	_	_	0.9
29948	30252	.	_	PUNCT	_	_	_	_	_	_	0.9
29959											0.83
29959	30254	מיין	_	X	_	_	_	_	_	_	0.83
29959	30255	זון	_	NOUN	_	_	_	_	_	_	0.83
29959	30256	האָט	_	X	_		_	_	_	_	0.83
29959	30257	נאָך	_	X	_	_	_	_	_	_	0.83
29959	30258	ניט	_	PART	_	_	_	_	_	_	0.83
29959	30259	געהאַט	_	VERB	_	_	_	_	_	_	0.83
29959	30260	ניט	_	PART	_	_	_	_	_	_	0.83
29959	30261	פאַר	_	_	_	_	_	_	_	_	0.83
29959	30262	דער	_	DET	_	_	_	_	_	_	0.83
29959	30263	כּלה	_	NOUN	_	_	_	_	_	_	0.83
29959	30264	,	_	PUNCT	_	_	_	_	_	_	0.83
29959	30265	ניט	_	PART	_	_	_	_	_	_	0.83
29959	30266	פאַר	_	_	_	_	_	_	_	_	0.83
29959	30267	זיך	_	PRON	_	_	_	_	_	_	0.83
29959	30268	גופאָ	_	_	_	_	_	_	_	_	0.83
29959	30269	,	_	PUNCT	_	_	_	_	_	_	0.83
29959	30270	וואָס	_	X	_	_	_	_	_	_	0.83
29959	30271	ער	_	PRON	_	_	_	_	_	_	0.83
29959	30272	האָט	_	X	_		_	_	_	_	0.83
29959	30273	נויטיג	_	_	_	_	_	_	_	_	0.83
29959	30274	געהאַט	_	VERB	_	_	_	_	_	_	0.83
29959	30275	און	_	CCONJ	_	_	_	_	_	_	0.83
29959	30276	האָט	_	X	_		_	_	_	_	0.83
29959	30277	דאָס	_	DET	_	_	_	_	_	_	0.83
29959	30278	דאָ	_	X	_	_	_	_	_	_	0.83
29959	30279	ניט	_	PART	_	_	_	_	_	_	0.83
29959	30280	געקאָנט	_	AUX	_	_	_	_	_	_	0.83
29959	30281	קריגן	_	_	_	_	_	_	_	_	0.83
29959	30282	.	_	PUNCT	_	_	_	_	_	_	0.83
29989											0.88
29989	30284	דאָס	_	DET	_	_	_	_	_	_	0.88
29989	30285	איז	_	X	_		_	_	_	_	0.88
29989	30286	געווען	_	X	_	_	_	_	_	_	0.88
29989	30287	קורץ	_	ADJ	_	_	_	_	_	_	0.88
29989	30288	פאַר	_	_	_	_	_	_	_	_	0.88
29989	30289	דער	_	DET	_	_	_	_	_	_	0.88
29989	30290	חתונה	_	NOUN	_	_	_	_	_	_	0.88
29989	30291	.	_	PUNCT	_	_	_	_	_	_	0.88
29998											0.79
29998	30293	ער	_	PRON	_	_	_	_	_	_	0.79
29998	30294	האָט	_	X	_		_	_	_	_	0.79
29998	30295	זיך	_	PRON	_	_	_	_	_	_	0.79
29998	30296	פירגענומען	_	_	_	_	_	_	_	_	0.79
29998	30297	צופאָרן	_	_	_	_	_	_	_	_	0.79
29998	30298	קיין	_	X	_	_	_	_	_	_	0.79
29998	30299	האַמבּורג	_	_	_	_	_	_	_	_	0.79
29998	30300	מיט	_	ADP	_	_	_	_	_	_	0.79
29998	30301	דער	_	DET	_	_	_	_	_	_	0.79
29998	30302	פּאָסט	_	NOUN	_	_	_	_	_	_	0.79
29998	30303	,	_	PUNCT	_	_	_	_	_	_	0.79
29998	30304	אין	_	ADP	_	_	_	_	_	_	0.79
29998	30305	פיר	_	_	_	_	_	_	_	_	0.79
29998	30306	טאָג	_	NOUN	_	_	_	_	_	_	0.79
29998	30307	אַרום	_	X	_	_	_	_	_	_	0.79
29998	30308	זאָל	_	AUX	_	_	_	_	_	_	0.79
29998	30309	ער	_	PRON	_	_	_	_	_	_	0.79
29998	30310	צוריקקומען	_	VERB	_	_	_	_	_	_	0.79
29998	30311	.	_	PUNCT	_	_	_	_	_	_	0.79
30018											0.78
30018	30313	ער	_	PRON	_	_	_	_	_	_	0.78
30018	30314	איז	_	X	_		_	_	_	_	0.78
30018	30315	געפאָרן	_	_	_	_	_	_	_	_	0.78
30018	30316	אַהין	_	ADV	_	_	_	_	_	_	0.78
30018	30317	און	_	CCONJ	_	_	_	_	_	_	0.78
30018	30318	צוריק	_	ADV	_	_	_	_	_	_	0.78
30018	30319	,	_	PUNCT	_	_	_	_	_	_	0.78
30018	30320	אָבּער	_	_	_	_	_	_	_	_	0.78
30018	30321	צוריקווענס	_	_	_	_	_	_	_	_	0.78
30018	30322	האָט	_	X	_		_	_	_	_	0.78
30018	30323	ער	_	PRON	_	_	_	_	_	_	0.78
30018	30324	געהאַט	_	VERB	_	_	_	_	_	_	0.78
30018	30325	אַזאַ	_	ADJ	_	_	_	_	_	_	0.78
30018	30326	שטאַרקן	_	_	_	_	_	_	_	_	0.78
30018	30327	רעגן	_	NOUN	_	_	_	_	_	_	0.78
30018	30328	,	_	PUNCT	_	_	_	_	_	_	0.78
30018	30329	דערצו	_	ADV	_	_	_	_	_	_	0.78
30018	30330	נאָך	_	X	_	_	_	_	_	_	0.78
30018	30331	איז	_	X	_		_	_	_	_	0.78
30018	30332	דאָס	_	DET	_	_	_	_	_	_	0.78
30018	30333	געווען	_	X	_	_	_	_	_	_	0.78
30018	30334	אויף	_	ADP	_	_	_	_	_	_	0.78
30018	30335	אָפענער	_	_	_	_	_	_	_	_	0.78
30018	30336	פּאָסט	_	NOUN	_	_	_	_	_	_	0.78
30018	30337	און	_	CCONJ	_	_	_	_	_	_	0.78
30018	30338	גרינג	_	ADJ	_	_	_	_	_	_	0.78
30018	30339	געקליידט	_	_	_	_	_	_	_	_	0.78
30018	30340	איז	_	X	_		_	_	_	_	0.78
30018	30341	ער	_	PRON	_	_	_	_	_	_	0.78
30018	30342	אויך	_	ADV	_	_	_	_	_	_	0.78
30018	30343	געווען	_	X	_	_	_	_	_	_	0.78
30018	30344	,	_	PUNCT	_	_	_	_	_	_	0.78
30018	30345	אַז	_	SCONJ	_		_	_	_	_	0.78
30018	30346	ער	_	PRON	_	_	_	_	_	_	0.78
30018	30347	האָט	_	X	_		_	_	_	_	0.78
30018	30348	געקריגן	_	_	_	_	_	_	_	_	0.78
30018	30349	דאָס	_	DET	_	_	_	_	_	_	0.78
30018	30350	קאַלטע	_	ADJ	_	_	_	_	_	_	0.78
30018	30351	פיבּער	_	_	_	_	_	_	_	_	0.78
30018	30352	און	_	CCONJ	_	_	_	_	_	_	0.78
30018	30353	איז	_	X	_		_	_	_	_	0.78
30018	30354	געקומען	_	VERB	_	_	_	_	_	_	0.78
30018	30355	אַהיים	_	_	_	_	_	_	_	_	0.78
30018	30356	קראַנקערהייט	_	_	_	_	_	_	_	_	0.78
30018	30357	.	_	PUNCT	_	_	_	_	_	_	0.78
30064											0.54
30064	30359	די	_	DET	_	_	_	_	_	_	0.54
30064	30360	דאָזיגע	_	_	_	_	_	_	_	_	0.54
30064	30361	דרייצען	_	_	_	_	_	_	_	_	0.54
30064	30362	מייל	_	_	_	_	_	_	_	_	0.54
30064	30363	הין	_	_	_	_	_	_	_	_	0.54
30064	30364	און	_	CCONJ	_	_	_	_	_	_	0.54
30064	30365	צוריק	_	ADV	_	_	_	_	_	_	0.54
30064	30366	האָבּן	_	X	_	_	_	_	_	_	0.54
30064	30367	אים	_	PRON	_	_	_	_	_	_	0.54
30064	30368	דאָס	_	DET	_	_	_	_	_	_	0.54
30064	30369	לעבּן	_	_	_	_	_	_	_	_	0.54
30064	30370	פאַרקירצט	_	_	_	_	_	_	_	_	0.54
30064	30371	.	_	PUNCT	_	_	_	_	_	_	0.54
30078											0.8
30078	30373	מיר	_	PRON	_	_	_	_	_	_	0.8
30078	30374	האָבּן	_	X	_	_	_	_	_	_	0.8
30078	30375	געמאַכט	_	X	_	_	_	_	_	_	0.8
30078	30376	חתונה	_	NOUN	_	_	_	_	_	_	0.8
30078	30377	,	_	PUNCT	_	_	_	_	_	_	0.8
30078	30378	אָבּער	_	_	_	_	_	_	_	_	0.8
30078	30379	פון	_	ADP	_	_	_	_	_	_	0.8
30078	30380	דעמאָלט	_	ADV	_	_	_	_	_	_	0.8
30078	30381	אָן	_	ADP	_	_	_	_	_	_	0.8
30078	30382	האָט	_	X	_		_	_	_	_	0.8
30078	30383	ער	_	PRON	_	_	_	_	_	_	0.8
30078	30384	בּאַשטענדיג	_	_	_	_	_	_	_	_	0.8
30078	30385	געהאַט	_	VERB	_	_	_	_	_	_	0.8
30078	30386	פיבּער	_	_	_	_	_	_	_	_	0.8
30078	30387	און	_	CCONJ	_	_	_	_	_	_	0.8
30078	30388	האָט	_	X	_		_	_	_	_	0.8
30078	30389	געלעבּט	_	_	_	_	_	_	_	_	0.8
30078	30390	סך	_	ADV	_	_	_	_	_	_	0.8
30078	30391	-	_	PUNCT	_	_	_	_	_	_	0.8
30078	30392	הכּל	_	_	_	_	_	_	_	_	0.8
30078	30393	אַ	_	DET	_	_	_	_	_	_	0.8
30078	30394	יאָר	_	NOUN	_	_	_	_	_	_	0.8
30078	30395	נאָך	_	X	_	_	_	_	_	_	0.8
30078	30396	דעם	_	DET	_	_	_	_	_	_	0.8
30078	30397	.	_	PUNCT	_	_	_	_	_	_	0.8
30104											0.69
30104	30399	דערווייל	_	_	_	_	_	_	_	_	0.69
30104	30400	זיינען	_	_	_	_	_	_	_	_	0.69
30104	30401	מיר	_	PRON	_	_	_	_	_	_	0.69
30104	30402	געפאָרן	_	_	_	_	_	_	_	_	0.69
30104	30403	אַהיים	_	_	_	_	_	_	_	_	0.69
30104	30404	מיט	_	ADP	_	_	_	_	_	_	0.69
30104	30405	דער	_	DET	_	_	_	_	_	_	0.69
30104	30406	יונגער	_	ADJ	_	_	_	_	_	_	0.69
30104	30407	פרוי	_	_	_	_	_	_	_	_	0.69
30104	30408	,	_	PUNCT	_	_	_	_	_	_	0.69
30104	30409	מיט	_	ADP	_	_	_	_	_	_	0.69
30104	30410	מיין	_	X	_	_	_	_	_	_	0.69
30104	30411	זון	_	NOUN	_	_	_	_	_	_	0.69
30104	30412	און	_	CCONJ	_	_	_	_	_	_	0.69
30104	30413	טאָכטער	_	NOUN	_	_	_	_	_	_	0.69
30104	30414	.	_	PUNCT	_	_	_	_	_	_	0.69
30121											0.61
30121	30416	איך	_	PRON	_	_	_	_	_	_	0.61
30121	30417	מוז	_	X	_	_	_	_	_	_	0.61
30121	30418	נאָך	_	X	_	_	_	_	_	_	0.61
30121	30419	דאָ	_	X	_	_	_	_	_	_	0.61
30121	30420	דערמאָנען	_	_	_	_	_	_	_	_	0.61
30121	30421	,	_	PUNCT	_	_	_	_	_	_	0.61
30121	30422	אַז	_	SCONJ	_		_	_	_	_	0.61
30121	30423	אַ	_	DET	_	_	_	_	_	_	0.61
30121	30424	יאָר	_	NOUN	_	_	_	_	_	_	0.61
30121	30425	פריהער	_	_	_	_	_	_	_	_	0.61
30121	30426	,	_	PUNCT	_	_	_	_	_	_	0.61
30121	30427	איידער	_	_	_	_	_	_	_	_	0.61
30121	30428	איך	_	PRON	_	_	_	_	_	_	0.61
30121	30429	בּין	_	AUX	_	_	_	_	_	_	0.61
30121	30430	געפאָרן	_	_	_	_	_	_	_	_	0.61
30121	30431	מיט	_	ADP	_	_	_	_	_	_	0.61
30121	30432	מיין	_	X	_	_	_	_	_	_	0.61
30121	30433	זון	_	NOUN	_	_	_	_	_	_	0.61
30121	30434	קיין	_	X	_	_	_	_	_	_	0.61
30121	30435	לייפּציג	_	_	_	_	_	_	_	_	0.61
30121	30436	,	_	PUNCT	_	_	_	_	_	_	0.61
30121	30437	האָט	_	X	_		_	_	_	_	0.61
30121	30438	גראַף	_	NOUN	_	_	_	_	_	_	0.61
30121	30439	מונק	_	_	_	_	_	_	_	_	0.61
30121	30440	בּאַשטעלט	_	_	_	_	_	_	_	_	0.61
30121	30441	בּאַ	_	_	_	_	_	_	_	_	0.61
30121	30442	מיר	_	PRON	_	_	_	_	_	_	0.61
30121	30443	אייניגע	_	_	_	_	_	_	_	_	0.61
30121	30444	בּריליאַנטן	_	_	_	_	_	_	_	_	0.61
30121	30445	פון	_	ADP	_	_	_	_	_	_	0.61
30121	30446	שווערער	_	_	_	_	_	_	_	_	0.61
30121	30447	וואָג	_	_	_	_	_	_	_	_	0.61
30121	30448	בּערך	_	_	_	_	_	_	_	_	0.61
30121	30449	אויף	_	ADP	_	_	_	_	_	_	0.61
30121	30450	צען	_	NUM	_	_	_	_	_	_	0.61
30121	30451	טויזנט	_	_	_	_	_	_	_	_	0.61
30121	30452	רייכסטאָלער	_	_	_	_	_	_	_	_	0.61
30121	30453	.	_	PUNCT	_	_	_	_	_	_	0.61
30160											0.73
30160	30455	איך	_	PRON	_	_	_	_	_	_	0.73
30160	30456	האָבּ	_	X	_	_	_	_	_	_	0.73
30160	30457	זיי	_	PRON	_	_	_	_	_	_	0.73
30160	30458	געקויפט	_	_	_	_	_	_	_	_	0.73
30160	30459	אין	_	ADP	_	_	_	_	_	_	0.73
30160	30460	לייפּציג	_	_	_	_	_	_	_	_	0.73
30160	30461	,	_	PUNCT	_	_	_	_	_	_	0.73
30160	30462	און	_	CCONJ	_	_	_	_	_	_	0.73
30160	30463	ווי	_	X	_	_	_	_	_	_	0.73
30160	30464	מיר	_	PRON	_	_	_	_	_	_	0.73
30160	30465	זיינען	_	_	_	_	_	_	_	_	0.73
30160	30466	געקומען	_	VERB	_	_	_	_	_	_	0.73
30160	30467	אַהיים	_	_	_	_	_	_	_	_	0.73
30160	30468	,	_	PUNCT	_	_	_	_	_	_	0.73
30160	30469	איז	_	X	_		_	_	_	_	0.73
30160	30470	מיין	_	X	_	_	_	_	_	_	0.73
30160	30471	זון	_	NOUN	_	_	_	_	_	_	0.73
30160	30472	אַרויפגעגאַנגען	_	_	_	_	_	_	_	_	0.73
30160	30473	מיט	_	ADP	_	_	_	_	_	_	0.73
30160	30474	די	_	DET	_	_	_	_	_	_	0.73
30160	30475	שטיינער	_	_	_	_	_	_	_	_	0.73
30160	30476	צו	_	ADP	_	_	_	_	_	_	0.73
30160	30477	גראַף	_	NOUN	_	_	_	_	_	_	0.73
30160	30478	מונק	_	_	_	_	_	_	_	_	0.73
30160	30479	און	_	CCONJ	_	_	_	_	_	_	0.73
30160	30480	האָט	_	X	_		_	_	_	_	0.73
30160	30481	זיי	_	PRON	_	_	_	_	_	_	0.73
30160	30482	אים	_	PRON	_	_	_	_	_	_	0.73
30160	30483	געוויזן	_	_	_	_	_	_	_	_	0.73
30160	30484	.	_	PUNCT	_	_	_	_	_	_	0.73
30191											0.76
30191	30486	ער	_	PRON	_	_	_	_	_	_	0.76
30191	30487	איז	_	X	_		_	_	_	_	0.76
30191	30488	געווען	_	X	_	_	_	_	_	_	0.76
30191	30489	צופרידן	_	_	_	_	_	_	_	_	0.76
30191	30490	מיט	_	ADP	_	_	_	_	_	_	0.76
30191	30491	די	_	DET	_	_	_	_	_	_	0.76
30191	30492	דאָזיגע	_	_	_	_	_	_	_	_	0.76
30191	30493	בּריליאַנטן	_	_	_	_	_	_	_	_	0.76
30191	30494	,	_	PUNCT	_	_	_	_	_	_	0.76
30191	30495	ער	_	PRON	_	_	_	_	_	_	0.76
30191	30496	האָט	_	X	_		_	_	_	_	0.76
30191	30497	געזאָגט	_	VERB	_	_	_	_	_	_	0.76
30191	30498	,	_	PUNCT	_	_	_	_	_	_	0.76
30191	30499	די	_	DET	_	_	_	_	_	_	0.76
30191	30500	שטיינער	_	_	_	_	_	_	_	_	0.76
30191	30501	זיינען	_	_	_	_	_	_	_	_	0.76
30191	30502	אַזוי	_	ADV	_	_	_	_	_	_	0.76
30191	30503	גוט	_	X	_	_	_	_	_	_	0.76
30191	30504	,	_	PUNCT	_	_	_	_	_	_	0.76
30191	30505	ווי	_	X	_	_	_	_	_	_	0.76
30191	30506	ער	_	PRON	_	_	_	_	_	_	0.76
30191	30507	האָט	_	X	_		_	_	_	_	0.76
30191	30508	זיי	_	PRON	_	_	_	_	_	_	0.76
30191	30509	פאַרלאַנגט	_	_	_	_	_	_	_	_	0.76
30191	30510	.	_	PUNCT	_	_	_	_	_	_	0.76
30217											0.8
30217	30512	וואָס	_	X	_	_	_	_	_	_	0.8
30217	30513	זאָלן	_	AUX	_	_	_	_	_	_	0.8
30217	30514	זיי	_	PRON	_	_	_	_	_	_	0.8
30217	30515	קאָסטן	_	_	_	_	_	_	_	_	0.8
30217	30516	?	_	PUNCT	_	_	_	_	_	_	0.8
30223											0.6
30223	30518	מיר	_	PRON	_	_	_	_	_	_	0.6
30223	30519	האָבּן	_	X	_	_	_	_	_	_	0.6
30223	30520	געשטעלט	_	VERB	_	_	_	_	_	_	0.6
30223	30521	די	_	DET	_	_	_	_	_	_	0.6
30223	30522	פּרייז	_	_	_	_	_	_	_	_	0.6
30223	30523	פאַר	_	_	_	_	_	_	_	_	0.6
30223	30524	יעדן	_	ADJ	_	_	_	_	_	_	0.6
30223	30525	שטיין	_	_	_	_	_	_	_	_	0.6
30223	30526	בּאַזונדער	_	_	_	_	_	_	_	_	0.6
30223	30527	.	_	PUNCT	_	_	_	_	_	_	0.6
30234											0.81
30234	30529	זאָגט	_	VERB	_	_	_	_	_	_	0.81
30234	30530	ער	_	PRON	_	_	_	_	_	_	0.81
30234	30531	צו	_	ADP	_	_	_	_	_	_	0.81
30234	30532	מיין	_	X	_	_	_	_	_	_	0.81
30234	30533	זון	_	NOUN	_	_	_	_	_	_	0.81
30234	30534	:	_	PUNCT	_	_	_	_	_	_	0.81
30234	30535	„	_	PUNCT	_	_	_	_	_	_	0.81
