לאָנקע וו ־ס	луг
לאָס מ ־ן (וו ־יכע)	лось
לאַסון מ ־עס	лакомка
לאַסט וו ־ן	1. тяжесть, груз; (переносимый на себе тж.) ноша 2. бремя, тягость, тягости, тягота, тяготы; тяжесть, груз, ноша перен.; обуза
פאַל׀ן דאט. צו לאַסט	тяготить, обременять кого-л.; быть обузой для кого-л., быть в тягость кому-л. לאַסטאָטשקע וו ־ס זען לאַסטעווקע
לאַסטיק מ	ластик (ткань)
לאַסטיק_ן א	ластиковый
לאַסטעווקע וו ־ס	ласточка
לאַסטפערד ז =	ломовая лошадь; битюг
לאַסטשיף וו ־ן	грузовое судно
לאָסיכע וו ־ס	лосиха
לאָס_ן א	лосиный (из шкуры лося)
לאַסקאַווע א	добрый, благосклонный, доброжелательный; милосердный, милостивый
לאַסקע ¹ וו ־ס	1. милость; одолжение; благосклонность, расположение
אָנ׀קומ׀ען צו פּאָס. לאַסקע	просить кого-л. об одолжении; зависеть от чьей-л. благосклонности, чьих-л. милостей 2. ласка
לאַסקע ² וו ־ס	ластовица, разг. ластовка (деталь одежды)
לא־עליכם [לוי־אלייכעם] אינט.	не про вас будь сказано
לא־עליכמדיק [לוי־אלייכעמדיק] א	шутл. нездоровый, плохо чувствующий себя
לא־עלינו [לויעליינו] אינט.	не про нас будь сказано, не хотелось бы об этом говорить לאָער א פּרעד. זען להוט
לאַפּ ¹ מ ־ן (דימ. לעפּל)	отворот, лацкан לאַפּ ² בלויז אין כאַפּ־לאַפּ, לאַפּ־צאַפּ
לאַפּאָווקע וו ־ס	взятка לאַפּטיע [те] , לאַפּטשע וו ־ס זען לאַפּציע
לאָפּטשע׀ן (געלאָפּטשעט)	1. зудеть 2. щипать, жечь (язык)
l לאָפּטשען אומפּ. דאט. ביי	покалывать в...
עס לאָפּטשעט דאט. ביים האַרץ	у кого-л. покалывает в сердце
לאַפּיטוט מ ־ן (וו ־קע)	название порождённого народной фантазией небольшого по размеру существа, одного из видов духов
לאַפּיס מ	адский камень, ляпис לאַפּן ¹ מ ־ס זען לאַפּענע
לאַפּן ² (געלאַפּט)	хватать, схватить, ловить לאָפּניע׀ן (געלאָפּניעט) [не] , לאָפּנע׀ן (געלאָפּנעט) лопнуть, треснуть
לאַפּסערדאַק מ ־עס	1. лапсердак (ветхий, рваный, едва прикрывающий тело предмет мужской одежды, первоначально о традиционном повседневном кафтане) קאַפּאָטע см. тж. 2. разг. арбеканфес, талескотн אַרבע־כּנפות см. тж. 3. перен. оборванец, оборвыш
לאַפּע וו ־ס	лапа (животного)
לאָפּעטע וו ־ס (דימ. לאָפּעטקע)	лопата
לאָפּעטעס און קאָטשערעס	каракули לאָפּעטקע וו ־ס (דימ. פון לאָפּעטע) 1. лопатка (инструмент) 2. лопатка анат.
אַוועק׀לייג׀ן אויף די לאָפּעטקעס	положить кого-л. на обе лопатки
לאַפּענע וו ־ס	тряпка לאַפּ־צאַפּ אדוו. זען כאַפּ־לאַפּ
לאַפּצ(י)ע וו ־ס	лапоть
לאַפּקע וו ־ס (דימ. פון לאַפּע)	1. лапка (тж. о маленькой руке человека) 2. взятка
לאָף מ ־ן	бег (однократное усилие), рывок, бросок
לא פידלתּי [לוי פידאלטי] פראז.	ничего не поделаешь (по поводу какой-л. неудачи), ну не смог(ла) (шутливая переделка на древнееврейский лад ) פידלען , см. איז ניט געפידלט выражения
לאַפער מ ־ס	слон шахм.
לאַץ מ, וו ־ן	лацкан, отворот
לאַציע וו	камедь; шеллак
לאַק מ	1. лак 2. сургуч
לאָק וו ־ן	прядь (вьющихся волос); локон; завиток; мн. тж. кудри, букли
לאָקאַוט מ ־ן	локаут
לאָקאַטאָר מ ..אָרן (וו ..אָרשע)	съёмщик (квартиры), жилец
לאָקאַל 1. א	локальный, местный
לאָקאַל 2. מ ־ן	помещение (для собраний и т. п.)
לאָקאַליזם מ ־ען	лингв. областное слово, локали зм
לאָקאָמאָטיוו מ ־ן	паровоз, локомотив לאַקאָמע׀ן זיך (געלאַקאָמעט זיך) (מיט) 1. лакомиться 2. получать удовольствие от чего-л., наслаждаться чем-л.
לאַקאָמען זיך אויף	стремиться к чему-л., добиваться, домогаться чего-л., гнаться за чем-л.
לאַקאָניש א	лаконичный, немногословный; односложный
לאַקיי מ ־ען	лакей прям. и перен.
לאַקיייִש א	лакейский, раболепный
לאַקיר מ ־ן	лак
לאַקירדע אדוו.	криво, косо; шиворот-навыворот
לאַקיר_ן 1. א	лакированный לאַקיר׀ן 2. (לאַקירט) лакировать
לאַקמוס מ	лакмус
לאָק׀ן (געלאָקט)	манить, заманивать, завлекать
לאַקס מ ־ן	лосось; сёмга
לאַקסיר׀ן (לאַקסירט)	1. иметь понос, поносить 2. вызывать понос, слабить
לאַקסירעכץ ז	понос
לאַקעטקע וו ־ס	лакомство לאָקער׀ן (געלאָקערט) (אויף) подкарауливать, подстерегать, стеречь, сторожить, караулить, высматривать, выслеживать кого-л., что-л. לאַקריץ, לאַקריצ.. זען לאַקרעץ, לאַקרעצ..
לאַקרעץ מ	лакрица
לאַקרעצדיק א	слащавый, приторный
לאַקרעץ־פּלעצל ז ־עך	пастила на основе лакрицы
לאָקש מ ־ן	1. макаронина, полоска лапши, трубочка вермишели; мн. макароны, лапша, вермишель 2. разг. бумажный доллар
לאָקשנברעט וו ־ער	доска для приготовления лапши
לאָקשניויך וו	лапша (суп)
לאָרבערבוים מ ..ביימער	лавр (дерево)
לאָרבערבלאַט מ ..בלעטער	лавровый лист
לאָרבערקראַנץ מ ..קרענץ	лавровый венок; лавры
לאָרד מ ־ן	лорд
לאָרדנהויז ז	палата лордов
לאַרווע וו ־ס	личинка
לאַרך מ ־ן	жаворонок
לאַרכנבוים מ ..ביימער	лиственница
לאָרנעט מ ־ן	лорнет
לאַרע וו ־ס	ларёк
לאַשטשע׀ן (געלאַשטשעט)	ласкать, нежить
לאַשטשען זיך צו	ласкаться, прижиматься к...
לאָשיק, לאָשעק מ ־עס	жеребёнок לב [לעוו] ז (מצ. לבבות [לעוואָוועס]) 1. обыкн. в ивр. сердце 2. мужество, бесстрашие
לבד [לעוואד] פּרעפּ.	кроме, исключая, за исключением
לבוש [לעוווּש] מ, ז ־ים	одежда, одеяние, платье, наряд, костюм
לב־טוב [לעפטאָוו] מ	добр(осердечн)ый человек לבטלה בלויז אין ברכה־לבטלה
לבנה [לעוואָנע] וו (מצ. לבנות)	луна, месяц; »уна астр.
האַלב׀ע לבנה	лунный серп; полумесяц
האַלבע לבנות	скобки (знак)
לבנה־ [לעוואָנע־]	лунный (относящийся к луне, исходящий от луны)
לבנה־יאָר	лунный год
לבנה־שיין	лунный свет לבנהדיק [לעוואָנעדיק] א лунный (особ. залитый светом луны)
לבנון [לעוואָנען] אג''נ ז	»иван לבריאת־העולם [לעבריִעס־האָוילעם] אדוו. от сотворения мира (при указании года по еврейскому летосчислению) לגאָטע וו ־ס זען להאָטע
לגבי [לעגאבע] פּרעפּ.	1. относительно, в отношении; по отношению к 2. по сравнению/в сравнении с, сравнительно с, против ל''ג־בעומר [לעגבוימער, לאגבוימער] מ »аг ба-¾мер (33-й день ¾мера, т. е. 33-й из 49 дней, отсчитываемых от второго дня ¿есаха до Èавуот) – еврейский полупраздник, отмечаемый загородными прогулками שבועות ;פּסח см. тж.
לגמרי [לעגאמרע] אדוו.	совсем, совершенно, абсолютно, решительно
לגנאַי [ליגניי] אדוו.	с целью осуждения/ порицания
זאָל עס (דאט.) ניט זיין לגנאַי	не в обиду кому-л. будь сказано
לדוגמא [לעדוגמע] אדוו.	например
לדורות [לעדוירעס] אדוו.	на века, навек(и), на веки вечные, на веки веков, навечно, навсегда
להאָטע וו ־ס	льгота
להבא [לעהאבע] אדוו.	в будущем, впоследствии; впредь, отныне
אויף להבא	на будущее, впредь
להבדיל [לעהאוודל] אינט.	принимая во внимание всё различие, при всём различии, понимая, что не может быть никакого сравнения (ивр. букв. дабы отделить; в качестве извинения за совместное упоминание чего-л. святого и будничного, вообще вещей, о различии между которыми нельзя забывать)
אַ מענטש און להבדיל אַ מאַלפּע	человек и, при всём различии между ними, обезьяна; человек и, извините, обезьяна
להוט [לאָעט, לאָער] א פּרעד. (אויף)	жадный до чего-л., к чему-л., на что-л..; падкий на что-л., до чего-л.
להוט צו אינפ.	страстно желать что-л. делать, испытывать потребность в каком-л. действии
זיין* להוט נאָך	тж. страстно стремиться к чему-л., страстно желать, жаждать, алкать чего-л., гнаться, гоняться за чем-л. להי(י) [לעהיי] בינדוו. זען עלעהיי
להיפּוך [לעהייפּעך] אדוו.	наоборот, напротив
להיפּוך צו	против, вопреки, наперекор, в противоположность
להכעיס [לעהאכעס] אדוו. (דאט.)	назло
אויף צו להכעיס דאט.	назло; наперекор
ווי אויף צו להכעיס	как нарочно/назло להכעיסניק [לעהאכעסניק] מ ־עס (וו ..ניצע) тот, кто постоянно досаждает другим; тяжёлый/вредный человек להפּך אדוו. זען להיפּך להרוג ולאַבד [לעהארעג אולעאבעד] א פּרעד.
לוב מ	луб; лыко
לוג׀ן (געלוגט) (אויף)	выслеживать, высматривать кого-л., что-л.
לווה [לויווע] מ (מצ. לווים [לויווים])	должник; заёмщик
לווי [לייווי] מ ־ים [לעוויִיִם]	левит – один из потомков несшего службу при ¸ерусалимском Åраме колена »еви, за которыми и поныне закреплены некоторые специфические функции в еврейском богослужении
לוויה [לעווייע] וו (מצ. לוויות)	похороны, погребение, похоронная/погребальная процессия, погребальное шествие לוויתן [לעוויאָסן] מ левиафан – гигантская рыба, мясо которой, сохраняемое со времён сотворения мира в раю, будут вкушать, по еврейским поверьям, праведники после прихода ¼ессии ל''ווניק מ ־ס זען למד־וואָווניק לוזשע וו ־ס זען קאַלוזשע
לוח [לועך] מ ־ות [לוכעס]	(традиционный еврейский) календарь
די לוחות	тж. библ. скрижали (завета)
לוטעראַנער מ = (וו ־ין)	лютеранин
לוטשניק מ ־עס	приспособление для освещения наподобие казанка или глубокой сковороды, в которое вставлялись горящие головни לוי מ ־ים זען לווי
לויב וו ־ן	(по)хвала, похвалы
אַ לויב צו	хвала кому-л.
אַ לויב דעם אייבערשטן!	хвала ²севышнему!
לויבגעזאַנג ז ־ען	хвалебная песнь, дифирамб, панегирик
זינג׀ען לויבגעזאַנגען דאט.	петь дифирамбы кому-л., превозносить кого-л.
לויבווערדיק א	достойный похвалы, похвальный
לויב׀ן (געלויבט)	хвалить, расхваливать, восхвалять, славить, превозносить
לויבן אין טאָג/הימל אַריין	расточать похвалы, рассыпаться в похвалах, превозносить до небес
געלויבט איז גאָט!	хвала ±огу! לויג מ щёлок
לויג׀ן (געלויגט)	вымачивать/замачивать в щёлоке לויה וו (מצ. לויות) זען לוויה
לויז ¹ וו (מצ. לייז, דימ. לייזל)	вошь
לויז ² א	1. свободный; неприкреплённый, незакреплённый, болтающийся; слабо натянутый, нестянутый, нетугой, слабый, расслабленный; несвязанный, нескреплённый, развязанный, распущенный; слабо держащийся, шатающийся, шаткий, расшатанный
לויז מאַכ׀ן	ослаблять, отпускать (делать менее стянутым/ натянутым, менее тугим); распускать (связанное) 2.:
אַ לויז איי	яйцо всмятку
לויז׀ן (געלויזט)	1. искать/обирать/ вычёсывать вшей 2. тщательно просматривать что-л., рыться в чём-л.
לויט ¹ מ ־ן	лот (старая русская мера веса, равная 12,8 г)
לויט ² פּרעפּ.	по, согласно, соответственно, сообразно; в соответствии/ соответственно/согласно/сообразно с, в согласии с; на основании לויטן = לויט דעם
לויטער 1. א	1. чистый (имеющий свободную, открытую, ничем не занятую поверхность, ничем не затемнённый, не замутнённый), светлый, прозрачный 2. ясный (безоблачный; ничем не затемнённый, не омрачённый)
אַ לויטער׀ער טאָג	ясный/погожий день 3. чистый, светлый (нравственно безупречный, благородный) לויטער 2. אדוו. исключительно; сплошь; в чистом виде
פון לויטער וואָל	из чистой шерсти לויכט׀ן (געלויכטן) זען לייכטן
לוין מ	1. плата (за труд), оплата (труда); заработная плата, зарплата, жалованье 2. вознаграждение, награда
לוין..	наёмный (работающий за плату)
לוין־אַרבעטער	наёмный рабочий
לוינזעלנער	наёмный солдат, наёмник לוינבאַר א זען לוינעוודיק
לוינע וו	расположение духа, настроение
לוינעוודיק א	выгодный, доходный; рентабельный
לוינעוודיקייט וו	выгодность; рентабельность
לוינ׀ען (זיך) (געלוינט (זיך))	иметь смысл, быть выгодным די אַרבעט לוינט זיך ניט, מע צאָלט ווינציק работа не имеет смысла: мало платят
l לוינ׀ען (זיך) אומפּ. (צו אינפ.)	стоить, иметь смысл, быть выгодным אָט דעם אַרטיקל לוינט עס זיך
איבערצולייענען	эту статью стоит прочесть
ס'לוינט ניט צו פאַרבלייבן דאָ	нет смысла/ расчёта оставаться здесь
l לוינ׀ען (זיך) אומפּ. דאט. (צו אינפ.)	стоить, быть выгодным, иметь смысл для кого-л.
עס לוינט זיך דיר צו שווייגן	тебе стоит помолчать ס'לוינט זיך אונדז צו מאַכן די אַרבעט
וואָס פריִער	нам выгодно сделать эту работу как можно раньше, мы заинтересованы в том, чтобы сделать эту работу как можно раньше לויער׀ן (געלויערט) זען לאָקערן
לויף מ	1. бег 2. пробег 3.:
דער לויף פון דער צייט	бег/течение времени
לויפגעוועט ז ־ן	состязание в беге
לויפיק א	1. быстрый; беглый, мимолётный 2. текущий; настоящий, теперешний, нынешний
לויפיק׀ע קאָנטע	текущий счёт
לויפ׀ן (איז געלאָפן)	1. бежать, бегать 2. течь, бежать (о жидкости; о времени)
די יאָרן לויפן	годы бегут 3. спешить, бежать, идти/уходить вперёд (о часах)
לויפעניש ז ־ן	бег(анье), беготня
לויפער מ ־ס (וו ־ין)	1. бегун 2. слон шахм.
לולב [לולעוו] מ ־ים [לולאָווים]	лулав – нераскрытая веерообразная пальмовая ветвь, входящая в состав пучка, над которым произносится благословение в праздник Áуккот סוכּות см. тж.
לומדות [לאָמדעס] ז	учёность, эрудиция
לומדיש [לאָמדיש] א	евр. научный, учёный (относящийся к науке, учёности, свойственный учёным людям); (о речи и т. п. тж.) книжный לומע׀ן זיך (געלומעט זיך) (איבער) насмехаться, глумиться над...; осмеивать
לומפּ מ ־ן	1. босяк, оборванец 2. негодяй, подлец
l לומפּן מצ.	тряпки, лохмотья, рубище, тряпьё, отрепья, отрепье לומפּן־פּראָלעטאַריאַט מ люмпен-пролетариат
לונאַטיזם מ	лунатизм
לונאַטיקער מ ־ס (וו ־ין)	лунатик
לונג וו ־ען	лёгкое (орган дыхания) וואָס אויף דער לונג, דאָס אויף דער צונג что на уме, то и на языке לונג־און־לעבער מ: אַ קאַלט׀ער לונג־און־לעבער хладнокровный/равнодушный человек אַ לונג־און־לעבער (אויף/אונטער דער
נאָז)	химера, фантазия אָנ׀הענג׀ען דאט. אַ לונג־און־לעבער אויף
דער נאָז	обманывать, надувать кого-л.; вешать лапшу на уши кому-л.
לונגען־אָנצינדונג וו ־ען	воспаление лёгких
לונג(ען־)פעלער מ	заболевание лёгких; туберкулёз лёгких, чахотка ל''וניק מ ־ס זען למד־וואָווניק
לונק מ ־ען	вывих
אַ לונק טאָ׀ן*	вывихнуть
לוסט וו	радость, удовольствие
לוסטיק א	весёлый (полный веселья, испытывающий удовольствие; доставляющий веселье; не мрачный); радостный
מאַכ׀ן זיך לוסטיק	веселиться
מאַכ׀ן זיך לוסטיק (איבער)	подтрунивать, потешаться над кем-л.
לוסטע וו ־ס	ломоть (хлеба)
לוסטראַציע וו ־ס	ревизия доходов
לוסטרע וו ־ס	люстра לוסקע וו ־ס זען לושקע לופּינע וו ־ס זען לושפּייקע
לופּע ¹ וו ־ס	выпяченная губа
שטעל׀ן/מאַכ׀ן לופּעס	надувать губы, дуться
לופּע ² וו ־ס	лупа
לופּעטע וו ־ס	тряпка
לופּע׀ן (געלופּעט)	лупить (очищать от коры, скорлупы, лузги и т. п.)
לופט וו	1. воздух
אין (דער) לופטן	в воздухе
אויף דער פרייער לופט	на вольном воздухе
לופט..	1. воздушный (находящийся в воздухе; осуществляющийся в воздухе/по воздуху; содержащий воздух; относящийся к воздухоплаванию, авиации) 2. лишённый опоры/основания, воображаемый, нереальный, призрачный
לופטגעשעפט	фантастическое предприятие
לופטבאַלאָן מ ־ען	воздушный шар; аэростат
לופטבילד ז ־ער	мираж
לופטיק א	1. воздушный (лёгкий)
אַ לופטיק קלייד	воздушное платье 2. прохладный, свежий
לופטל ז ־עך	одуванчик לופטמענטש מ ־ן человек, не имеющий определённого занятия
לופטערונג וו	проветривание
לופטער׀ן (געלופטערט)	проветривать; вентилировать
לופטערן די שפּראַך	болтать, точить лясы
לופטפּאָסט וו	авиапочта
לופטפּאָרט מ ־ן	аэропорт
לופטפלאָט מ ־ן	воздушный флот, авиация
לופטרער וו ־ן	анат. трахея, дыхательное горло
לופטשיף וו ־ן	воздушное судно, воздушный корабль (первонач. о воздушном шаре); самолёт
לופטשיק מ ־עס	1. форточка 2. отдушина
לופע וו ־ס	ствол (оружия) ל''ו צדיקים [לאמעדוואָוו צאדיקים] מצ. «тридцать шесть праведников» – скрытые (тайно совершающие добрые поступки) праведники, которые, согласно еврейским преданиям, существуют в каждом поколении и которым мир всегда обязан своим существованием
לוקס מ ־ן	рысь (животное)
לוקסוס מ ־ן	(излишняя) роскошь
לושטשע׀ן (געלושטשעט)	лущить, шелушить לושען (געלושעט) זען לישען
לושפּייקע וו ־ס	шелуха, скорлупа, лузга
לושקע וו ־ס	1. (рыбья) чешуя 2. шелуха, скорлупа, лузга לזכר(־עולם) [לעזייכער(־אוילעם)] אדוו. на вечную память
לחיים [לעכאיִם] 1. אינט.	за твоё/ваше здоровье
טרינק׀ען לחיים פאַר	пить за чьё-л. здоровье
לחיים [לעכאיִם] 2. מ ־ס	заздравный тост, здравица
מאַכ׀ן אַ לחיים	выпить рюмку (водки и т. п.), принять дозу спиртного
לחלוטין [לאכלוטן] אדוו.	совсем, совершенно, абсолютно, положительно, решительно (обычно в отрицательном по смыслу высказывании)
לחלוטין נישט	вовсе/отнюдь/никак не; нимало/нисколько/ничуть не
לחם [לעכעם] ז; לחמא [לאכמע] וו ־ס	хлеб
לחש [לאכעש] מ ־ים [לעכאָשים]	заклинание לטובה [לעטויווע] א פּרעד., אדוו. благоприятный, положительный; благоприятно
אים לטובה	благоприятно для него, в его пользу
לטובת [לעטויוועס] פּרעפּ.	на благо; в пользу; в интересах לטובת־הכּלל [לעטויוועס־האקלאל] אדוו. для общей пользы; в общих интересах
ליאַג מ	рассол
ליאַדע א אינוו.	любой, всякий, каждый אַ ליאַדע שולקינד וועט ענטפערן אויף
אַזאַ פראַגע	любой/всякий/каждый школьник ответит на такой вопрос
אַ ליאַדע מינוט	в любую минуту
(אַ) ליאַדע ווער	кто-нибудь; любой в знач. сущ.
ליאָדעס מצ.	мороженое
ליאַטשיק מ ־עס	небольшой узкогорлый кувшин; (небольшая) кринка/крынка; (небольшой) горлач диал.
ליאָכענע וו ־ס	большое блюдо, большая миска
ליאַליע וו ־ס	кукла; марионетка
שטומ׀ע ליאַליע	(как бы) немой
ליאלקע וו ־ס	кукла
ליאַמע וו ־ס	пирушка, попойка
ליאַמעווע׀ן (געליאַמעוועט)	подшивать (загнув край), обрубать, подрубать; обшивать (каймой); отделывать, оторачивать
ליאַמעווקע וו ־ס	кайма; оторочка; рубец
ליאַמקע ¹ וו ־ס	лямка
ציִ׀ען/שלעפּ׀ן די ליאַמקע	тянуть лямку ליאַמקע ² וו ־ס זען ליאַמעווקע ליאָן ¹ מ זען ליינען 2.
ליאָן ² מ	гвоздь, колышек
ליאָס מ ־ן	жребий, вытаскивание жребия
ליאַסקע׀ן (געליאַסקעט)	хлопать (производить резкие звуки, ударяя чем-л.); брякать; лязгать, щёлкать
ליאַפּ מ	1. проливной дождь 2. удар ладонью, шлепок
ליאַפּע׀ן (געליאַפּעט)	1. литься (с силой – о дожде) 2. наносить грубые мазки; пачкать, марать 3. ударять рукой, шлёпать, хлопать ליאַפּעס מ זען לאַפּיס ליאַק ¹ מ זען לאַק
ליאַק ² מ ־עס	род узкогорлого кувшина; кринка, крынка; горлач диал.
ליאַרעם מ ־ס	крик, шум, гам, гвалт, галдёж
ליאַרעמדיק א	шумный, галдящий; шумливый
ליאַרעמ׀ען (געליאַרעמט)	шуметь; кричать, вопить, голосить, галдеть; возмущаться, ругаться, бушевать
ליב א	1. милый, дорогой, любимый, любезный, желанный; родной, родимый
ליב׀ער פריינד	дорогой/милый/любезный друг
ליב זיין* דאט.	нравиться, быть по сердцу
ער איז מיר זייער ליב	он мне очень нравится; он мне (пришёлся) по сердцу
טאָ׀ן* (דאט.) צו ליב	угождать, делать в угоду кому-л., чему-л.; оказывать услугу/любезность, делать приятное/ одолжение кому-л., делать ради кого-л., чего-л.
אָנ׀נעמ׀ען פאַר ליב	терпеть что-л., мириться с чем-л. ליב אייך מיט אייער גאַסט!, מיט ליב אייך אייער גאַסט! у вас гость(я), очень приятно!; с гостем (..тьей) вас! 2. милый, славный, приятный, располагающий; приветливый, любезный
ליב האָב׀ן* (ליב געהאַט)	любить ער האָט זייער ליב זיין פרוי און זיינע
קינדער	он очень любит свою жену и своих детей
זי האָט ליב מוזיק	она любит музыку ליב האָב׀ן אק. דאָס לעבן/חיות [כייעס] обожать кого-л., что-л.; души на чаять в ком-л.
דאָס קינד האָט ליב צו שפּילן	ребёнок любит играть
ליבהאָבער מ =, ־ס	любитель
ליבהאַרציק א	любезный, ласковый; сердечный, душевный
ליבהאַרציקייט וו	любезность, сердечность, ласковость
ליבלינג מ ־ען	любимец, любимица; баловень
ליבלעך 1. א	милый, славный, приятный; миловидный, привлекательный; приветливый, доброжелательный, ласковый; любезный
ליבלעך 2. אדוו.	мило, приятно; приветливо; любезно
ליב׀ן (געליבט)	любить (испытывать любовь)
ליבן זיך	любить друг друга
ליבע וו ־ס	1. любовь (чувство) 2. любовь (любовные отношения), роман
שפּיל׀ן אַ ליבע (מיט)	любить кого-л., находиться в любовных отношениях, крутить роман с кем-л.; флиртовать, любезничать; ухаживать (за женщиной); принимать ухаживания (о женщине)
ליבעלע וו ־ס	стрекоза
ליבער אדוו.	лучше, скорее; охотнее, предпочтительнее
ליבער האָב׀ן*/וועל׀ן*	предпочитать
ליבעראַל 1. א	либеральный
ליבעראַל 2. מ ־ן	либерал ליבערשט אדוו. זען ליבער
ליב קריג׀ן (ליב געקראָגן)	полюбить
ליברע וו ־ס	десть (24 листа писчей бумаги)
ליברעטאָ מ ־ס	либретто
ליבשאַפט וו	любовь, привязанность, расположение, нежность ליגאָטע וו ־ס זען להאָטע
ליגן ¹ מ ־ס	ложь, неправда, небылица, враньё
ליגן זאָג׀ן, זאָג׀ן אַ ליגן	сказать/говорить неправду, лгать, врать
אָנ׀בראָק׀ן ליגנס	налгать, наврать
ליג׀ן ² (איז געלעגן/געליגן)	1. лежать
איך ליג אין בעט	я лежу в постели
דער דאָקטער האָט אים געהייסן ליגן	врач велел ему лежать
דער/דאָס בוך ליגט אויפן טיש	книга лежит на столе
אויף די דעכער ליגט שניי	на крышах лежит снег 2. лежать, стоять (быть расположенным) די שטאָט ליגט אויפן רעכטן ברעג טייך город лежит/стоит на правом берегу реки 3. лежать, быть погребённым
זאָל ער ליגן אין זיין רו	мир праху его
דאָ ליגט...	здесь погребён кто-л., здесь покоится прах кого-л. 4. содержаться, быть, находиться אין דעם פּעקל ליגן ביכער в этой пачке находятся книги
דאָס ליגט אין זיין בלוט	это у него в крови 5. содержаться, заключаться אין אָט די ווערטער ליגט אַ טיפער זין в этих словах заключается глубокий смысл ליגנט וו, מ ־ן זען ליגן ¹
ליגנער מ ־ס (וו ־טע, ־קע)	лгун, лжец; врун
ליגנעריש א	лживый
ליגנער׀ן (געליגנערט)	лгать, врать, быть лжецом
ליגע וו ־ס	лига
ליגעמינע וו ־ס	смесь, путаница
ליד ז ־ער	1. песня; песнь 2. стих(отворение)
לידל ז ־עך (דימ. פון ליד)	1. песенка 2.:
דאָס איז שוין אַן אַלט לידל	это старая песня ער האַלט אין איין איבערחזרן
[איבערכאזערן] דאָס זעלבע לידל	он заладил одно и то же
לידער מ ־ס	лидер ליהודים [לאיעהודים] פראז. веселье, праздник в знач. сказ. (ивр. букв. евреям, иудеям, для евреев/иудеев – намёк на веселье, которому евреи, согласно ºниге Íсфири, предавались, отмечая победу над своими врагами) עס איז/טוט זיך דאָרטן ליהודים там (царит) веселье
ליובאָווניק מ ־עס (וו ..ניצע)	любовник; возлюбленный
ליובע׀ן (געליובעט)	ласкать, нежить ליובען זיך ласкать друг друга
ליובעניו [ню] אינט.	дорогой (..гая), милый (..лая), родной (..ная), любимый (..мая), голубчик, голуб(уш)ка (обращение)
ליוואַק מ ־עס	левша
ליווער ¹ מ ־ס	трубка для взятия проб вина, сифон ליווער ² מ זען ליברע
ליוועראַנט מ ־ן	поставщик
ליווער׀ן (געליווערט)	поставлять, доставлять; снабжать чем-л.
ליוורעע וו ־ס	ливрея
ליוסטער ¹ מ	блеск; лоск; глянец
ליוסטער ² מ ־ס	люстра; настенный подсвечник ליוסטראַציע וו ־ס זען לוסטראַציע
ליוסטרין מ	люстрин (ткань) ליוסטרע וו ־ס זען לוסטרע
ליוצערנע וו	люцерна
ליזשעס מצ.	лыжи (ед. лыжа) ליחה [לייכע] וו זען לייכע
ליטאָגראַפיע וו ־ס	литография (метод) ליטאָגראַפיר׀ן (ליטאָגראַפירט) литографировать
ליטאָקע וו ־ס	мельничный лоток ליטוואַטשקע וו ־ס זען ליטוויטשקע
ליטוואַק מ ־עס, ..וואַקעס	1. литовский еврей 2. упрямый, скептически настроенный, рационалистически мыслящий, обладающий книжной учёностью, строгий в практическом выполнении требований закона, холодный, лишённый душевного пыла еврей (носитель черт, которые приписывались литовским евреям хасидами, вообще жителями других регионов) חסיד см. тж.
ליטוויטשקע וו ־ס	литовская еврейка
ליטווינער מ = (וו ־ין)	литовец
ליטוויש א	1. литовский 2. относящийся к северо-восточному диалекту языка идиш, литовск(о-белорусск)ий
ליטורגיע וו	литургия ליטיין ז זען לאַטיין
ליטע אג''נ וו	1. »итва (современная страна, государство) 2. евр. »итва – историческая область (включающая также ±елоруссию и »атвию), евреи которой характеризуются общностью языка (северо-восточный диалект идиша), культуры и быта
ליטער ¹ מ ־ס	литр
ליטער ² מ ־ס	ж.-д. литер
ליטעראַט מ ־ן	литератор
ליטעראַטור וו ־ן	литература
ליטעראַריש א	литературный
ליטקע וו ־ס	икра (ноги)
ליטש מ ־ן	рыло
ליטשמאַן מ ־עס	фишка, марка (в игре)
לייב מ ־ן (וו ־יכע, ־נטע)	лев
לייב ז ־ער	1. тело (организм человека или животного в его внешних, физических формах); плоть 2.:
ציטער׀ן פאַר זיין לייב	дрожать за свою шкуру/жизнь
מיט לייב און לעבן	верой и правдой; беззаветно, самоотверженно; не щадя сил
מיט לייב און לעבן דינען דעם פאָלק	верой и правдой/беззаветно служить народу
אַרבעטן מיט לייב און לעבן	работать, не щадя сил; работать не за страх, а за совесть
אַראָפּ׀גיי׀ן* פון לייב, פאַרליר׀ן לייב	терять вес, худеть; спадать с тела לייב־גבאי [־גאבע] מ ..־גבאָים [־גאבאָיִם] телохранитель хасидского ребе
לייבדאָקטער מ ..טוירים	лейб-медик
לייבוואַך וו ־ן	личная охрана (телохранители)
לייבוועכטער מ ־ס	телохранитель
לייביכע וו ־ס	львица
לייביק א	упитанный, полный, дородный
לייבל ז ־עך	1. безрукавка; телогрейка, душегрейка 2. фуфайка (одеваемая под верхнюю одежду) לייבלעך א 1. кровный; родной
לייבלעכ׀ער זון	родной сын
לייבלעכ׀ער ברודער	родной/ (едино)кровный брат
לייבלעך שוועסטערקינד	кровный двоюродный брат, кровная двоюродная сестра 2. кровный, насущный
